Код;Y;X;Z;Флаг;;;;;;;;;;;;;;
0360-0340;51.50842 ;118.09136;768 m;Flag, Red;;;;;;;;;;;;;;
0360-0360;51.50747 ;118.09405;768 m;Flag, Red;;;;;;;;;;;;;;
0360-0380;51.50657 ;118.09647;781 m;Flag, Red;;;;;;;;;;;;;;
0360-0400;51.50563 ;118.09896;796 m;Flag, Red;;;;;;;;;;;;;;
0360-0420;51.50460 ;118.10158;852 m;Flag, Red;;;;;;;;;;;;;;
0360-0440;51.50406 ;118.10383;859 m;Flag, Red;;;;;;;;;;;;;;
0360-0460;51.50345 ;118.10615;852 m;Flag, Red;;;;;;;;;;;;;;
0360-0480;51.50272 ;118.10861;818 m;Flag, Red;;;;;;;;;;;;;;
0360-0500;51.50128 ;118.11155;770 m;Flag, Red;;;;;;;;;;;;;;
0360-0520;51.50016 ;118.11376;725 m;Flag, Green;;;;;;;;;;;;;;
0360-0540;51.49929 ;118.11619;725 m;Flag, Green;;;;;;;;;;;;;;
0360-0560;51.49848 ;118.11836;723 m;Flag, Green;;;;;;;;;;;;;;
0360-0580;51.49706 ;118.12242;727 m;Flag, Green;;;;;;;;;;;;;;
0360-0580K;51.49706 ;118.12242;727 m;Waypoint;;;;;;;;;;;;;;Категория 2
0360-0600;51.49624 ;118.12363;722 m;Flag, Green;;;;;;;;;;;;;;
0360-0620;51.49564 ;118.12576;719 m;Flag, Green;;;;;;;;;;;;;;
0360-0640;51.49505 ;118.12765;719 m;Flag, Green;;;;;;;;;;;;;;
0360-0660;51.49341 ;118.12976;717 m;Flag, Green;;;;;;;;;;;;;;
0360-0660K;51.49341 ;118.12976;717 m;Waypoint;;;;;;;;;;;;;;Категория 2
0360-0680;51.49226 ;118.13238;717 m;Flag, Green;;;;;;;;;;;;;;
0360-0700;51.49136 ;118.13486;715 m;Flag, Green;;;;;;;;;;;;;;
0360-0700K;51.49136 ;118.13486;715 m;Waypoint;;;;;;;;;;;;;;Категория 2
0360-0720;51.49039 ;118.13828;715 m;Flag, Green;;;;;;;;;;;;;;
0360-0740;51.48958 ;118.13971;714 m;Flag, Green;;;;;;;;;;;;;;
0360-0760;51.48857 ;118.14229;717 m;Flag, Green;;;;;;;;;;;;;;
0360-0780;51.48836 ;118.14620;715 m;Flag, Green;;;;;;;;;;;;;;
0360-0800;51.48754 ;118.14866;716 m;Flag, Green;;;;;;;;;;;;;;
0360-0820;51.48712 ;118.15081;713 m;Flag, Green;;;;;;;;;;;;;;
0360-0840;51.48497 ;118.15211;713 m;Flag, Green;;;;;;;;;;;;;;
0360-0860;51.48411 ;118.15450;711 m;Flag, Green;;;;;;;;;;;;;;
0360-0880;51.48366 ;118.15850;708 m;Flag, Green;;;;;;;;;;;;;;
0360-0900;51.48230 ;118.16077;714 m;Flag, Green;;;;;;;;;;;;;;
0360-0920;51.48186 ;118.16342;712 m;Flag, Green;;;;;;;;;;;;;;
0360-0940;51.48080 ;118.16597;715 m;Flag, Green;;;;;;;;;;;;;;
0360-0960;51.47993 ;118.16828;712 m;Flag, Green;;;;;;;;;;;;;;
0360-0980;51.47894 ;118.17104;709 m;Flag, Green;;;;;;;;;;;;;;
0360-1000;51.47828 ;118.17265;711 m;Flag, Green;;;;;;;;;;;;;;
0360-1020;51.47697 ;118.17580;711 m;Flag, Green;;;;;;;;;;;;;;
0360-1040;51.47619 ;118.17776;716 m;Flag, Green;;;;;;;;;;;;;;
0360-1060;51.47519 ;118.18043;718 m;Flag, Green;;;;;;;;;;;;;;
0360-1080;51.47419 ;118.18301;714 m;Flag, Green;;;;;;;;;;;;;;
0360-1100;51.47320 ;118.18552;715 m;Flag, Green;;;;;;;;;;;;;;
0360-1120;51.47233 ;118.18747;720 m;Flag, Green;;;;;;;;;;;;;;
0360-1140;51.47136 ;118.19110;720 m;Flag, Green;;;;;;;;;;;;;;
0360-1160;51.47067 ;118.19396;725 m;Flag, Green;;;;;;;;;;;;;;
0360-1180;51.46992 ;118.19557;727 m;Flag, Red;;;;;;;;;;;;;;
0360-1200;51.46939 ;118.19717;735 m;Flag, Red;;;;;;;;;;;;;;
0360-1220;51.46803 ;118.20016;747 m;Flag, Red;;;;;;;;;;;;;;
0360-1240;51.46675 ;118.20278;767 m;Flag, Red;;;;;;;;;;;;;;
0360-1260;51.46576 ;118.20589;798 m;Flag, Red;;;;;;;;;;;;;;
0360-1280;51.46494 ;118.20793;789 m;Flag, Red;;;;;;;;;;;;;;
0360-1300;51.46405 ;118.21034;781 m;Flag, Red;;;;;;;;;;;;;;
0360-1320;51.46310 ;118.21276;755 m;Flag, Red;;;;;;;;;;;;;;
0360-1340;51.46209 ;118.21521;741 m;Flag, Red;;;;;;;;;;;;;;
0360-1360;51.46123 ;118.21755;730 m;Flag, Red;;;;;;;;;;;;;;
0360-1380;51.46043 ;118.21969;713 m;Flag, Red;;;;;;;;;;;;;;
0360-1400;51.45929 ;118.22253;708 m;Flag, Green;;;;;;;;;;;;;;
0360-1420;51.45867 ;118.22460;702 m;Flag, Green;;;;;;;;;;;;;;
0360-1440;51.45805 ;118.22628;695 m;Flag, Green;;;;;;;;;;;;;;
0360-1460;51.45625 ;118.22941;692 m;Flag, Green;;;;;;;;;;;;;;
0360-1480;51.45575 ;118.23236;;Crossing;;;;;;;;;;;;;;
0380-0200;51.51721 ;118.07581;;Flag, Red;;;;;;;;;;;;;;
0380-0220;51.51536 ;118.07805;831 m;Flag, Red;;;;;;;;;;;;;;
0380-0240;51.51387 ;118.07980;818 m;Flag, Red;;;;;;;;;;;;;;
0380-0260;51.51273 ;118.08306;857 m;Flag, Red;;;;;;;;;;;;;;
0380-0280;51.51229 ;118.08559;827 m;Flag, Red;;;;;;;;;;;;;;
0380-0300;51.51168 ;118.08792;811 m;Flag, Red;;;;;;;;;;;;;;
0380-0320;51.51066 ;118.09048;815 m;Flag, Red;;;;;;;;;;;;;;
0380-0340;51.51004 ;118.09300;811 m;Flag, Red;;;;;;;;;;;;;;
0380-0360;51.50890 ;118.09544;814 m;Flag, Red;;;;;;;;;;;;;;
0380-0380;51.50763 ;118.09782;818 m;Flag, Red;;;;;;;;;;;;;;
0380-0400;51.50709 ;118.10068;810 m;Flag, Red;;;;;;;;;;;;;;
0380-0420;51.50647 ;118.10311;818 m;Flag, Red;;;;;;;;;;;;;;
0380-0440;51.50520 ;118.10521;828 m;Flag, Red;;;;;;;;;;;;;;
0380-0460;51.50404 ;118.10745;836 m;Flag, Red;;;;;;;;;;;;;;
0380-0480;51.50284 ;118.11026;790 m;Flag, Red;;;;;;;;;;;;;;
0380-0500;51.50230 ;118.11285;763 m;Flag, Red;;;;;;;;;;;;;;
0380-0520;51.50152 ;118.11527;739 m;Flag, Green;;;;;;;;;;;;;;
0380-0540;51.50051 ;118.11745;736 m;Flag, Green;;;;;;;;;;;;;;
0380-0560;51.50002 ;118.11890;728 m;Flag, Green;;;;;;;;;;;;;;
0380-0580;51.49933 ;118.12156;735 m;Flag, Green;;;;;;;;;;;;;;
0380-0600;51.49741 ;118.12405;753 m;Flag, Red;;;;;;;;;;;;;;
0380-0620;51.49713 ;118.12624;795 m;Flag, Red;;;;;;;;;;;;;;
0380-0640;51.49540 ;118.13012;718 m;Flag, Green;;;;;;;;;;;;;;
0380-0660;51.49504 ;118.13222;721 m;Flag, Green;;;;;;;;;;;;;;
0380-0680;51.49433 ;118.13489;720 m;Flag, Green;;;;;;;;;;;;;;
0380-0700;51.49315 ;118.13730;718 m;Flag, Green;;;;;;;;;;;;;;
0380-0720;51.49204 ;118.13986;711 m;Flag, Green;;;;;;;;;;;;;;
0380-0740;51.49131 ;118.14237;713 m;Flag, Green;;;;;;;;;;;;;;
0380-0760;51.49039 ;118.14506;710 m;Flag, Green;;;;;;;;;;;;;;
0380-0780;51.48945 ;118.14758;711 m;Flag, Green;;;;;;;;;;;;;;
0380-0800;51.48866 ;118.15040;711 m;Flag, Green;;;;;;;;;;;;;;
0380-0820;51.48790 ;118.15237;712 m;Flag, Green;;;;;;;;;;;;;;
0380-0840;51.48678 ;118.15624;714 m;Flag, Green;;;;;;;;;;;;;;
0380-0860;51.48688 ;118.15699;711 m;Flag, Green;;;;;;;;;;;;;;
0380-0860K;51.48688 ;118.15699;711 m;Waypoint;;;;;;;;;;;;;;Категория 2
0380-0880;51.48445 ;118.15873;711 m;Flag, Green;;;;;;;;;;;;;;
0380-0900;51.48397 ;118.16277;706 m;Flag, Green;;;;;;;;;;;;;;
0380-0920;51.48325 ;118.16467;710 m;Flag, Green;;;;;;;;;;;;;;
0380-0940;51.48215 ;118.16729;713 m;Flag, Green;;;;;;;;;;;;;;
0380-0960;51.48117 ;118.16972;707 m;Flag, Green;;;;;;;;;;;;;;
0380-0980;51.48045 ;118.17208;706 m;Flag, Green;;;;;;;;;;;;;;
0380-1000;51.47942 ;118.17442;708 m;Flag, Green;;;;;;;;;;;;;;
0380-1020;51.47811 ;118.17723;707 m;Flag, Green;;;;;;;;;;;;;;
0380-1040;51.47765 ;118.17966;707 m;Flag, Green;;;;;;;;;;;;;;
0380-1060;51.47711 ;118.18224;708 m;Flag, Green;;;;;;;;;;;;;;
0380-1080;51.47556 ;118.18535;712 m;Flag, Green;;;;;;;;;;;;;;
0380-1100;51.47491 ;118.18705;715 m;Flag, Green;;;;;;;;;;;;;;
0380-1120;51.47377 ;118.19002;718 m;Flag, Green;;;;;;;;;;;;;;
0380-1140;51.47327 ;118.19132;718 m;Flag, Green;;;;;;;;;;;;;;
0380-1160;51.47209 ;118.19431;720 m;Flag, Green;;;;;;;;;;;;;;
0380-1180;51.47119 ;118.19681;724 m;Flag, Red;;;;;;;;;;;;;;
0380-1200;51.47023 ;118.19926;733 m;Flag, Red;;;;;;;;;;;;;;
0380-1220;51.46934 ;118.20173;749 m;Flag, Red;;;;;;;;;;;;;;
0380-1240;51.46837 ;118.20403;768 m;Flag, Red;;;;;;;;;;;;;;
0380-1260;51.46752 ;118.20663;782 m;Flag, Red;;;;;;;;;;;;;;
0380-1280;51.46648 ;118.20920;794 m;Flag, Red;;;;;;;;;;;;;;
0380-1300;51.46562 ;118.21158;788 m;Flag, Red;;;;;;;;;;;;;;
0380-1320;51.46479 ;118.21403;775 m;Flag, Red;;;;;;;;;;;;;;
0380-1340;51.46375 ;118.21657;754 m;Flag, Red;;;;;;;;;;;;;;
0380-1360;51.46282 ;118.21905;734 m;Flag, Red;;;;;;;;;;;;;;
0380-1380;51.46190 ;118.22147;722 m;Flag, Red;;;;;;;;;;;;;;
0380-1400;51.46099 ;118.22396;705 m;Flag, Green;;;;;;;;;;;;;;
0380-1420;51.46020 ;118.22600;694 m;Flag, Green;;;;;;;;;;;;;;
0380-1440;51.45914 ;118.22892;694 m;Flag, Green;;;;;;;;;;;;;;
0380-1460;51.45827 ;118.23138;692 m;Flag, Green;;;;;;;;;;;;;;
0380-1480;51.45730 ;118.23384;;Crossing;;;;;;;;;;;;;;
0400-0200;51.51793 ;118.07865;831 m;Flag, Red;;;;;;;;;;;;;;
0400-0220;51.51712 ;118.08102;839 m;Flag, Red;;;;;;;;;;;;;;
0400-0240;51.51595 ;118.08289;839 m;Flag, Red;;;;;;;;;;;;;;
0400-0260;51.51471 ;118.08424;868 m;Flag, Red;;;;;;;;;;;;;;
0400-0280;51.51402 ;118.08689;856 m;Flag, Red;;;;;;;;;;;;;;
0400-0300;51.51320 ;118.08902;832 m;Flag, Red;;;;;;;;;;;;;;
0400-0320;51.51211 ;118.09220;836 m;Flag, Red;;;;;;;;;;;;;;
0400-0340;51.51121 ;118.09468;820 m;Flag, Red;;;;;;;;;;;;;;
0400-0360;51.51045 ;118.09704;813 m;Flag, Red;;;;;;;;;;;;;;
0400-0380;51.50970 ;118.10009;801 m;Flag, Red;;;;;;;;;;;;;;
0400-0400;51.50876 ;118.10241;800 m;Flag, Red;;;;;;;;;;;;;;
0400-0420;51.50794 ;118.10491;800 m;Flag, Red;;;;;;;;;;;;;;
0400-0440;51.50686 ;118.10705;797 m;Flag, Red;;;;;;;;;;;;;;
0400-0460;51.50585 ;118.10966;777 m;Flag, Red;;;;;;;;;;;;;;
0400-0480;51.50497 ;118.11170;771 m;Flag, Red;;;;;;;;;;;;;;
0400-0500;51.50391 ;118.11506;751 m;Flag, Red;;;;;;;;;;;;;;
0400-0520;51.50320 ;118.11684;742 m;Flag, Green;;;;;;;;;;;;;;
0400-0540;51.50163 ;118.12005;736 m;Flag, Green;;;;;;;;;;;;;;
0400-0560;51.50111 ;118.12139;737 m;Flag, Green;;;;;;;;;;;;;;
0400-0580;51.50008 ;118.12290;739 m;Flag, Green;;;;;;;;;;;;;;
0400-0600;51.49871 ;118.12610;768 m;Flag, Red;;;;;;;;;;;;;;
0400-0620;51.49825 ;118.12972;816 m;Civil;;;;;;;;;;;;;;
0400-0620K;51.49825 ;118.12972;816 m;Waypoint;;;;;;;;;;;;;;Категория 2
0400-0640;51.49759 ;118.13171;810 m;Civil;;;;;;;;;;;;;;
0400-0660;51.49664 ;118.13395;764 m;Civil;;;;;;;;;;;;;;
0400-0660K;51.49664 ;118.13395;764 m;Waypoint;;;;;;;;;;;;;;Категория 2
0400-0680;51.49560 ;118.13654;740 m;Civil;;;;;;;;;;;;;;
0400-0700;51.49485 ;118.13911;721 m;Civil;;;;;;;;;;;;;;
0400-0700K;51.49485 ;118.13911;721 m;Waypoint;;;;;;;;;;;;;;Категория 2
0400-0720;51.49393 ;118.14153;716 m;Flag, Green;;;;;;;;;;;;;;
0400-0740;51.49350 ;118.14420;716 m;Flag, Green;;;;;;;;;;;;;;
0400-0760;51.49232 ;118.14687;717 m;Flag, Green;;;;;;;;;;;;;;
0400-0780;51.49122 ;118.14873;714 m;Flag, Green;;;;;;;;;;;;;;
0400-0800;51.49036 ;118.15144;712 m;Flag, Green;;;;;;;;;;;;;;
0400-0820;51.48934 ;118.15404;709 m;Flag, Green;;;;;;;;;;;;;;
0400-0840;51.48849 ;118.15615;709 m;Flag, Green;;;;;;;;;;;;;;
0400-0860;51.48778 ;118.15841;707 m;Flag, Green;;;;;;;;;;;;;;
0400-0880;51.48718 ;118.16083;707 m;Flag, Green;;;;;;;;;;;;;;
0400-0900;51.48600 ;118.16401;711 m;Flag, Green;;;;;;;;;;;;;;
0400-0920;51.48477 ;118.16658;708 m;Flag, Green;;;;;;;;;;;;;;
0400-0940;51.48378 ;118.16864;707 m;Flag, Green;;;;;;;;;;;;;;
0400-0960;51.48293 ;118.17055;700 m;Flag, Green;;;;;;;;;;;;;;
0400-0980;51.48194 ;118.17356;700 m;Flag, Green;;;;;;;;;;;;;;
0400-1000;51.48092 ;118.17608;701 m;Flag, Green;;;;;;;;;;;;;;
0400-1020;51.48016 ;118.17799;697 m;Flag, Green;;;;;;;;;;;;;;
0400-1040;51.47922 ;118.18112;703 m;Flag, Green;;;;;;;;;;;;;;
0400-1060;51.47859 ;118.18365;706 m;Flag, Green;;;;;;;;;;;;;;
0400-1080;51.47728 ;118.18628;714 m;Flag, Green;;;;;;;;;;;;;;
0400-1100;51.47641 ;118.18851;709 m;Flag, Green;;;;;;;;;;;;;;
0400-1120;51.47517 ;118.19137;718 m;Flag, Green;;;;;;;;;;;;;;
0400-1140;51.47451 ;118.19374;717 m;Flag, Green;;;;;;;;;;;;;;
0400-1160;51.47363 ;118.19581;719 m;Flag, Green;;;;;;;;;;;;;;
0400-1180;51.47272 ;118.19824;721 m;Flag, Red;;;;;;;;;;;;;;
0400-1200;51.47180 ;118.20074;732 m;Flag, Red;;;;;;;;;;;;;;
0400-1220;51.47090 ;118.20319;740 m;Flag, Red;;;;;;;;;;;;;;
0400-1240;51.47000 ;118.20539;750 m;Flag, Red;;;;;;;;;;;;;;
0400-1260;51.46920 ;118.20805;756 m;Flag, Red;;;;;;;;;;;;;;
0400-1280;51.46813 ;118.21047;769 m;Flag, Red;;;;;;;;;;;;;;
0400-1300;51.46707 ;118.21311;779 m;Flag, Red;;;;;;;;;;;;;;
0400-1320;51.46628 ;118.21539;782 m;Flag, Red;;;;;;;;;;;;;;
0400-1340;51.46551 ;118.21772;778 m;Flag, Red;;;;;;;;;;;;;;
0400-1360;51.46429 ;118.22085;739 m;Flag, Red;;;;;;;;;;;;;;
0400-1380;51.46339 ;118.22310;723 m;Flag, Red;;;;;;;;;;;;;;
0400-1400;51.46254 ;118.22552;709 m;Flag, Green;;;;;;;;;;;;;;
0400-1420;51.46181 ;118.22749;693 m;Flag, Green;;;;;;;;;;;;;;
0400-1440;51.46050 ;118.23013;692 m;Flag, Green;;;;;;;;;;;;;;
0400-1460;51.45996 ;118.23252;691 m;Flag, Green;;;;;;;;;;;;;;
0400-1480;51.45884 ;118.23532;;Crossing;;;;;;;;;;;;;;
0420-0220;51.51910 ;118.08213;790 m;Flag, Red;;;;;;;;;;;;;;
0420-0240;51.51812 ;118.08420;806 m;Flag, Red;;;;;;;;;;;;;;
0420-0260;51.51721 ;118.08717;813 m;Flag, Red;;;;;;;;;;;;;;
0420-0280;51.51637 ;118.08912;823 m;Flag, Red;;;;;;;;;;;;;;
0420-0300;51.51467 ;118.09158;842 m;Flag, Red;;;;;;;;;;;;;;
0420-0320;51.51388 ;118.09334;836 m;Flag, Red;;;;;;;;;;;;;;
0420-0340;51.51344 ;118.09576;810 m;Flag, Red;;;;;;;;;;;;;;
0420-0360;51.51212 ;118.09778;810 m;Flag, Red;;;;;;;;;;;;;;
0420-0380;51.51106 ;118.10091;784 m;Flag, Red;;;;;;;;;;;;;;
0420-0400;51.50990 ;118.10321;789 m;Flag, Red;;;;;;;;;;;;;;
0420-0420;51.50933 ;118.10543;769 m;Flag, Red;;;;;;;;;;;;;;
0420-0440;51.50857 ;118.10870;772 m;Flag, Red;;;;;;;;;;;;;;
0420-0460;51.50735 ;118.11077;765 m;Flag, Red;;;;;;;;;;;;;;
0420-0480;51.50616 ;118.11289;758 m;Flag, Red;;;;;;;;;;;;;;
0420-0500;51.50530 ;118.11572;747 m;Flag, Red;;;;;;;;;;;;;;
0420-0520;51.50468 ;118.11824;738 m;Flag, Red;;;;;;;;;;;;;;
0420-0540;51.50341 ;118.12088;739 m;Flag, Red;;;;;;;;;;;;;;
0420-0560;51.50290 ;118.12256;737 m;Flag, Red;;;;;;;;;;;;;;
0420-0580;51.50209 ;118.12545;747 m;Flag, Red;;;;;;;;;;;;;;
0420-0600;51.50122 ;118.12727;761 m;Flag, Red;;;;;;;;;;;;;;
0420-0620;51.49952 ;118.13074;807 m;Civil;;;;;;;;;;;;;;
0420-0640;51.49916 ;118.13298;836 m;Civil;;;;;;;;;;;;;;
0420-0640K;51.49916 ;118.13298;836 m;Waypoint;;;;;;;;;;;;;;Категория 2
0420-0660;51.49837 ;118.13551;809 m;Civil;;;;;;;;;;;;;;
0420-0680;51.49706 ;118.13781;803 m;Civil;;;;;;;;;;;;;;
0420-0680K;51.49706 ;118.13781;803 m;Waypoint;;;;;;;;;;;;;;Категория 2
0420-0700;51.49636 ;118.14029;779 m;Civil;;;;;;;;;;;;;;
0420-0720;51.49551 ;118.14293;757 m;Civil;;;;;;;;;;;;;;
0420-0720K;51.49551 ;118.14293;757 m;Waypoint;;;;;;;;;;;;;;Категория 2
0420-0740;51.49474 ;118.14560;743 m;Civil;;;;;;;;;;;;;;
0420-0760;51.49350 ;118.14807;719 m;Flag, Green;;;;;;;;;;;;;;
0420-0780;51.49274 ;118.15086;717 m;Flag, Green;;;;;;;;;;;;;;
0420-0800;51.49167 ;118.15331;718 m;Flag, Green;;;;;;;;;;;;;;
0420-0820;51.49093 ;118.15545;715 m;Flag, Green;;;;;;;;;;;;;;
0420-0840;51.48980 ;118.15874;714 m;Flag, Green;;;;;;;;;;;;;;
0420-0860;51.48929 ;118.16046;714 m;Flag, Green;;;;;;;;;;;;;;
0420-0880;51.48869 ;118.16241;712 m;Flag, Green;;;;;;;;;;;;;;
0420-0900;51.48669 ;118.16521;711 m;Flag, Green;;;;;;;;;;;;;;
0420-0920;51.48628 ;118.16700;709 m;Flag, Green;;;;;;;;;;;;;;
0420-0940;51.48596 ;118.16994;712 m;Flag, Green;;;;;;;;;;;;;;
0420-0960;51.48501 ;118.17237;704 m;Flag, Green;;;;;;;;;;;;;;
0420-0980;51.48370 ;118.17551;707 m;Flag, Green;;;;;;;;;;;;;;
0420-1000;51.48273 ;118.17763;706 m;Flag, Green;;;;;;;;;;;;;;
0420-1020;51.48188 ;118.17967;705 m;Flag, Green;;;;;;;;;;;;;;
0420-1040;51.48056 ;118.18279;702 m;Flag, Green;;;;;;;;;;;;;;
0420-1060;51.47986 ;118.18495;701 m;Flag, Green;;;;;;;;;;;;;;
0420-1080;51.47878 ;118.18759;709 m;Flag, Green;;;;;;;;;;;;;;
0420-1100;51.47782 ;118.18984;710 m;Flag, Green;;;;;;;;;;;;;;
0420-1120;51.47695 ;118.19244;710 m;Flag, Green;;;;;;;;;;;;;;
0420-1140;51.47602 ;118.19482;713 m;Flag, Green;;;;;;;;;;;;;;
0420-1160;51.47501 ;118.19730;726 m;Flag, Red;;;;;;;;;;;;;;
0420-1160K;51.47501 ;118.19730;726 m;Waypoint;;;;;;;;;;;;;;Категория 2
0420-1180;51.47417 ;118.19972;730 m;Flag, Red;;;;;;;;;;;;;;
0420-1200;51.47333 ;118.20201;734 m;Flag, Red;;;;;;;;;;;;;;
0420-1220;51.47239 ;118.20464;737 m;Flag, Red;;;;;;;;;;;;;;
0420-1240;51.47159 ;118.20705;747 m;Flag, Red;;;;;;;;;;;;;;
0420-1260;51.47063 ;118.20965;756 m;Flag, Red;;;;;;;;;;;;;;
0420-1280;51.46954 ;118.21196;767 m;Flag, Red;;;;;;;;;;;;;;
0420-1300;51.46872 ;118.21457;774 m;Flag, Red;;;;;;;;;;;;;;
0420-1300K;51.46872 ;118.21457;774 m;Waypoint;;;;;;;;;;;;;;Категория 2
0420-1320;51.46776 ;118.21731;784 m;Flag, Red;;;;;;;;;;;;;;
0420-1340;51.46684 ;118.21956;778 m;Flag, Red;;;;;;;;;;;;;;
0420-1360;51.46586 ;118.22210;753 m;Flag, Red;;;;;;;;;;;;;;
0420-1380;51.46493 ;118.22440;722 m;Flag, Red;;;;;;;;;;;;;;
0420-1400;51.46408 ;118.22709;706 m;Flag, Green;;;;;;;;;;;;;;
0420-1420;51.46317 ;118.22916;702 m;Flag, Green;;;;;;;;;;;;;;
0420-1440;51.46223 ;118.23163;688 m;Flag, Green;;;;;;;;;;;;;;
0420-1460;51.46130 ;118.23433;;Circle with X;;;;;;;;;;;;;;Категория 3
0420-1480;51.46038 ;118.23680;;Circle with X;;;;;;;;;;;;;;Категория 3
0440-0220;51.52082 ;118.08272;776 m;Flag, Red;;;;;;;;;;;;;;
0440-0240;51.51953 ;118.08505;783 m;Flag, Red;;;;;;;;;;;;;;
0440-0260;51.51836 ;118.08752;799 m;Flag, Red;;;;;;;;;;;;;;
0440-0280;51.51690 ;118.08967;809 m;Flag, Red;;;;;;;;;;;;;;
0440-0300;51.51652 ;118.09144;810 m;Flag, Red;;;;;;;;;;;;;;
0440-0320;51.51526 ;118.09463;835 m;Flag, Red;;;;;;;;;;;;;;
0440-0340;51.51438 ;118.09707;822 m;Flag, Red;;;;;;;;;;;;;;
0440-0360;51.51364 ;118.10005;803 m;Flag, Red;;;;;;;;;;;;;;
0440-0380;51.51255 ;118.10223;798 m;Flag, Red;;;;;;;;;;;;;;
0440-0400;51.51184 ;118.10451;774 m;Flag, Red;;;;;;;;;;;;;;
0440-0420;51.51053 ;118.10847;774 m;Crossing;;;;;;;;;;;;;;
0440-0440;51.50961 ;118.10991;766 m;Flag, Red;;;;;;;;;;;;;;
0440-0460;51.50860 ;118.11163;767 m;Flag, Red;;;;;;;;;;;;;;
0440-0480;51.50761 ;118.11366;753 m;Flag, Red;;;;;;;;;;;;;;
0440-0500;51.50682 ;118.11696;747 m;Flag, Red;;;;;;;;;;;;;;
0440-0520;51.50617 ;118.11971;747 m;Flag, Red;;;;;;;;;;;;;;
0440-0540;51.50530 ;118.12229;744 m;Flag, Red;;;;;;;;;;;;;;
0440-0560;51.50434 ;118.12388;745 m;Flag, Red;;;;;;;;;;;;;;
0440-0580;51.50348 ;118.12613;754 m;Flag, Red;;;;;;;;;;;;;;
0440-0600;51.50295 ;118.12851;762 m;Flag, Red;;;;;;;;;;;;;;
0440-0620;51.50167 ;118.13278;776 m;Flag, Red;;;;;;;;;;;;;;
0440-0640;51.50073 ;118.13463;773 m;Flag, Red;;;;;;;;;;;;;;
0440-0660;51.49953 ;118.13719;786 m;Flag, Red;;;;;;;;;;;;;;
0440-0680;51.49887 ;118.13952;758 m;Flag, Red;;;;;;;;;;;;;;
0440-0700;51.49779 ;118.14205;746 m;Flag, Green;;;;;;;;;;;;;;
0440-0700K;51.49779 ;118.14205;746 m;Waypoint;;;;;;;;;;;;;;Категория 2
0440-0720;51.49664 ;118.14417;741 m;Flag, Green;;;;;;;;;;;;;;
0440-0740;51.49559 ;118.14749;729 m;Flag, Green;;;;;;;;;;;;;;
0440-0760;51.49515 ;118.14856;721 m;Flag, Green;;;;;;;;;;;;;;
0440-0780;51.49409 ;118.15200;718 m;Flag, Green;;;;;;;;;;;;;;
0440-0800;51.49340 ;118.15445;719 m;Flag, Green;;;;;;;;;;;;;;
0440-0820;51.49215 ;118.15703;715 m;Flag, Green;;;;;;;;;;;;;;
0440-0840;51.49115 ;118.15932;713 m;Flag, Green;;;;;;;;;;;;;;
0440-0860;51.49052 ;118.16165;714 m;Flag, Green;;;;;;;;;;;;;;
0440-0880;51.48972 ;118.16365;711 m;Flag, Green;;;;;;;;;;;;;;
0440-0900;51.48946 ;118.16615;717 m;Flag, Green;;;;;;;;;;;;;;
0440-0920;51.48785 ;118.16906;715 m;Flag, Green;;;;;;;;;;;;;;
0440-0940;51.48683 ;118.17079;712 m;Flag, Green;;;;;;;;;;;;;;
0440-0960;51.48570 ;118.17331;706 m;Flag, Green;;;;;;;;;;;;;;
0440-0980;51.48481 ;118.17668;707 m;Flag, Green;;;;;;;;;;;;;;
0440-1000;51.48443 ;118.17924;707 m;Flag, Green;;;;;;;;;;;;;;
0440-1020;51.48325 ;118.18055;703 m;Flag, Green;;;;;;;;;;;;;;
0440-1040;51.48284 ;118.18492;701 m;Flag, Green;;;;;;;;;;;;;;
0440-1060;51.48097 ;118.18643;703 m;Flag, Green;;;;;;;;;;;;;;
0440-1080;51.47967 ;118.18945;708 m;Flag, Green;;;;;;;;;;;;;;
0440-1100;51.47944 ;118.19130;705 m;Flag, Green;;;;;;;;;;;;;;
0440-1120;51.47866 ;118.19403;706 m;Flag, Green;;;;;;;;;;;;;;
0440-1140;51.47783 ;118.19596;710 m;Flag, Green;;;;;;;;;;;;;;
0440-1160;51.47664 ;118.19882;713 m;Flag, Green;;;;;;;;;;;;;;
0440-1180;51.47571 ;118.20130;715 m;Flag, Green;;;;;;;;;;;;;;
0440-1200;51.47485 ;118.20387;718 m;Flag, Red;;;;;;;;;;;;;;
0440-1220;51.47404 ;118.20629;727 m;Flag, Red;;;;;;;;;;;;;;
0440-1240;51.47331 ;118.20869;735 m;Flag, Red;;;;;;;;;;;;;;
0440-1260;51.47214 ;118.21136;745 m;Flag, Red;;;;;;;;;;;;;;
0440-1280;51.47125 ;118.21356;751 m;Flag, Red;;;;;;;;;;;;;;
0440-1300;51.46995 ;118.21644;766 m;Flag, Red;;;;;;;;;;;;;;
0440-1320;51.46917 ;118.21880;769 m;Flag, Red;;;;;;;;;;;;;;
0440-1340;51.46807 ;118.22106;765 m;Flag, Red;;;;;;;;;;;;;;
0440-1360;51.46725 ;118.22368;750 m;Flag, Red;;;;;;;;;;;;;;
0440-1380;51.46649 ;118.22593;734 m;Flag, Red;;;;;;;;;;;;;;
